x,r,g,b,L,C,h,dL,d2L,dC,d2C,dh,d2h
0.0,0.0,0.0,1.0,32.29567256501352,133.8041666612912,5.345681654321283,0.1929137505263796,-0.0007614678533442998,-0.6157744620063852,0.0032101846754386543,-0.002203955482388942,2.843063840796134e-06
0.00392156862745098,0.0,0.01568627450980392,1.0,32.4885863155399,133.1883921992848,5.343477698838894,0.1921522826730353,0.00019654609853603233,-0.6125642773309465,0.0005604535852086201,-0.0022011124185481457,-1.1190278832451384e-05
0.00784313725490196,0.0,0.03137254901960784,1.0,32.67997713035959,132.5790381066293,5.341279429484187,0.19330684272345167,0.01105883982886624,-0.614653554835968,-0.033406469812334194,-0.0022263360400538446,-0.00014067129885164675
0.011764705882352941,0.0,0.047058823529411764,1.0,32.8752000009868,131.95908508961287,5.339025026758787,0.21426996233076778,0.031247978510787533,-0.6793772169556149,-0.09691752278863675,-0.002482455016251439,-0.00037852318293296605
0.01568627450980392,0.0,0.06274509803921569,1.0,33.108517055021125,131.22028367271807,5.336314519451684,0.25580279974502673,0.04347096126985406,-0.8084886004132414,-0.13452817058885103,-0.0029833824059197767,-0.0005291030240168748
0.0196078431372549,0.0,0.0784313725490196,1.0,33.386805600476855,130.3421078887864,5.333058261946947,0.3012118848704759,0.0457288136961953,-0.948433558133317,-0.14006800164479216,-0.003540661064285189,-0.0005680990585639201
0.023529411764705882,0.0,0.09411764705882353,1.0,33.710940824762076,129.32341655645143,5.329233197323114,0.34726042713741734,0.04614261058333469,-1.0886246037028258,-0.13945582863937034,-0.004119580523047617,-0.0005884411308350046
0.027450980392156862,0.0,0.10980392156862745,1.0,34.08132645475169,128.16485868138074,5.324819100900852,0.39349710603714527,0.046125545692442316,-1.2273452154120577,-0.13720401110701985,-0.004717543325955198,-0.0006064130628991027
0.03137254901960784,0.0,0.12549019607843137,1.0,34.49793503683637,126.86872612562732,5.319798110671203,0.43951151852230197,0.04571935016242534,-1.3630326259168655,-0.13347282555375273,-0.005332406648845822,-0.0006224591793946299
0.03529411764705882,0.0,0.1411764705882353,1.0,34.96034949179629,125.438793429547,5.31415428760316,0.48493580636199596,0.04496748303439979,-1.494290866519563,-0.12843491688960285,-0.005962461684744458,-0.0006370099228947268
0.0392156862745098,0.0,0.1568627450980392,1.0,35.46780664956036,123.88014439258819,5.307873187301714,0.5294464845911016,0.04391494224103276,-1.6199024596960712,-0.12227260792077388,-0.006606426494635276,-0.0006504913298619464
0.043137254901960784,0.0,0.17254901960784313,1.0,36.0192424609785,122.19898851015486,5.30094143461389,0.5727656908440615,0.042607485731956274,-1.7388360823611109,-0.11517322331789259,-0.0072634443444683505,-0.0006633282582604316
0.047058823529411764,0.0,0.18823529411764706,1.0,36.61333803124848,120.40247222786597,5.293346298612778,0.6146614560550141,0.04109058254429243,-1.8502489063318563,-0.1073236089304821,-0.007933083011156139,-0.0006759441796457821
